date,latitude,longitude,depth_km,magnitude,place
1951-11-24,23.092,121.214,30.0,7.81,Taiwan
1951-11-24,23.046,121.249,25.0,7.34,"81 km E of Yujing, Taiwan"
1951-11-18,31.056,91.261,30.0,7.7,"89 km WSW of Nagqu, China"
1951-10-21,23.487,121.4,25.0,7.48,"58 km SSW of Hualien City, Taiwan"
1950-12-14,-19.705,-175.874,215.9,7.8,"159 km W of Pangai, Tonga"
1950-12-09,-23.977,-67.912,113.9,8.2,"121 km SSE of San Pedro de Atacama, Chile"
1950-12-02,-18.373,167.654,30.0,7.9,"99 km SW of Port-Vila, Vanuatu"
1950-11-02,-6.823,129.183,199.7,7.7,Banda Sea
1950-10-08,-4.199,128.233,20.0,7.3,"55 km S of Ambon, Indonesia"
1950-10-05,10.481,-85.046,97.9,7.5,Costa Rica
1950-08-15,28.363,96.445,15.0,8.6,1950 Assam-Tibet Earthquake
1950-02-28,45.882,143.491,329.0,7.7,"100 km SSE of Korsakov, Russia"
1949-12-17,-53.996,-70.057,10.0,7.58,"109 km SSE of Punta Arenas, Chile"
1949-12-17,-53.972,-69.562,10.0,7.69,"123 km W of Río Grande, Argentina"
1949-08-22,53.673,-133.015,10.0,8.0,1949 Haida Gwaii Earthquake
1949-07-10,39.178,70.835,20.0,7.5,"43 km ENE of Rasht, Tajikistan"
1949-03-04,36.563,70.698,228.7,7.5,"35 km SSW of Jurm, Afghanistan"
1949-02-23,41.926,84.237,10.0,7.36,"110 km ENE of Kuqa, China"
1948-09-08,-21.222,-173.891,15.0,7.5,"110 km E of ‘Ohonua, Tonga"
1948-05-25,30.124,100.391,55.0,7.3,"151 km W of Kangding, China"
1948-04-17,33.157,135.74,15.0,7.44,"67 km SSW of Shing?, Japan"
1948-02-09,35.64,27.158,15.0,7.3,"15 km NNW of Karpathos, Greece"
1948-01-24,10.714,122.235,15.0,7.8,"3 km W of Buga, Philippines"
1947-11-01,-10.96,-74.676,20.0,7.6,"23 km E of Santa Rosa, Peru"
1947-10-06,36.808,21.916,15.0,7.3,"4 km WNW of Koróni, Greece"
1947-07-29,28.484,93.628,20.0,7.3,"73 km W of Shi Yomi, India"
1947-05-27,-1.868,135.017,15.0,7.6,"138 km SW of Insrom, Indonesia"
1947-05-17,-38.445,178.909,25.0,7.58,"82 km ENE of Gisborne, New Zealand"
1947-05-06,-6.487,148.758,35.0,7.43,"92 km WSW of Kandrian, Papua New Guinea"
1947-04-02,-1.102,137.839,15.0,7.3,"195 km E of Biak, Indonesia"
1947-03-25,-38.676,178.533,15.0,7.67,"46 km E of Gisborne, New Zealand"
1947-03-17,33.498,99.491,15.0,7.58,"Qinghai-Sichuan border region, China"
1946-12-20,33.123,135.905,15.0,8.3,"68 km S of Shing?, Japan"
1946-11-02,41.799,71.82,25.0,7.54,"34 km N of Kerben, Kyrgyzstan"
1946-09-29,-5.204,153.34,50.0,7.68,"152 km SE of Kokopo, Papua New Guinea"
1946-09-12,23.532,95.705,15.0,7.64,Myanmar
1946-08-04,19.124,-69.103,15.0,7.76,"16 km NNW of Miches, Dominican Republic"
1946-06-23,49.765,-125.019,15.0,7.5,"8 km NNW of Courtenay, Canada"
1946-04-01,53.492,-162.832,15.0,8.6,"The 1946 Unimak Island, Alaska Earthquake"
1945-12-28,-5.826,150.043,60.0,7.46,"32 km SSW of Kimbe, Papua New Guinea"
1945-11-27,24.978,63.675,15.0,8.1,1945 Makran Subduction Zone Earthquake
1945-09-01,-46.99,165.955,20.0,7.5,"173 km WSW of Riverton, New Zealand"
1944-12-07,33.73,136.2,15.0,8.1,1944 Toankai Earthquake
1944-05-25,-21.578,-179.44,632.7,7.3,Fiji region
1944-04-27,-0.901,134.028,15.0,7.6,"5 km SW of Manokwari, Indonesia"
1944-02-29,-0.015,75.313,15.0,7.36,"212 km E of Fuvahmulah, Maldives"
1944-02-01,40.66,32.998,30.0,7.6,"10 km WNW of Orta, Turkey"
1943-11-26,40.867,33.651,20.0,7.5,"6 km SSE of Ilgaz, Turkey"
1943-11-06,-5.546,134.085,15.0,7.65,"147 km E of Tual, Indonesia"
1943-09-06,-53.903,158.761,10.0,7.52,Macquarie Island region
1943-07-29,18.907,-67.118,15.0,7.7,"45 km N of San Antonio, Puerto Rico"
1943-07-23,-8.621,109.842,60.0,7.44,"87 km SSW of Srandakan, Indonesia"
1943-06-13,41.003,143.396,35.0,7.31,"169 km ENE of Hachinohe, Japan"
1943-06-09,-0.938,100.937,10.0,7.73,"26 km S of Sijunjung, Indonesia"
1943-06-08,-2.84,102.195,15.0,7.38,"78 km NNW of Curup, Indonesia"
1943-05-25,7.371,127.277,15.0,7.76,"77 km E of Baculin, Philippines"
1943-05-03,13.02,124.304,15.0,7.36,"18 km ENE of Bagacay, Philippines"
1943-04-06,-31.262,-71.368,35.0,8.1,"45 km NNW of Illapel, Chile"
1943-02-22,17.397,-101.37,20.0,7.4,"18 km SSW of Palos Blancos, Mexico"
1942-11-10,-49.885,30.465,10.0,8.0,1942 Southwest Indian Ridge Earthquake
1942-08-24,-15.041,-75.025,30.0,8.1,"21 km NNE of Minas de Marcona, Peru"
1942-08-06,13.863,-91.162,35.0,7.7,"26 km SSW of La Gomera, Guatemala"
1942-05-14,-0.014,-79.982,20.0,7.8,"12 km SE of Pedernales, Ecuador"
1942-04-08,13.144,120.423,15.0,7.63,"18 km WSW of Tayaman, Philippines"
1941-12-05,8.329,-83.694,20.0,7.47,"70 km WSW of Golfito, Costa Rica"
1941-11-25,37.301,-18.966,10.0,7.84,Azores-Cape St. Vincent Ridge
1941-11-18,32.129,131.944,35.0,8.02,1941 Hyuganada Earthquake
1941-11-08,0.731,122.835,35.0,7.43,"33 km NW of Gorontalo, Indonesia"
1941-06-26,12.084,92.65,20.0,7.96,"43 km N of Bamboo Flat, India"
1941-05-17,-10.837,166.279,35.0,7.39,"54 km ESE of Lata, Solomon Islands"
1941-04-15,18.68,-102.989,30.0,7.6,"21 km ESE of Coalcomán de Vázquez Pallares, Mexico"
1940-12-28,18.204,147.462,15.0,7.7,Mariana Islands region
1940-11-10,45.72,26.426,150.0,7.74,"13 km ESE of Comand?u, Romania"
1940-08-01,44.561,139.678,15.0,7.5,"137 km WSW of Rishiri Town, Japan"
1940-05-24,-11.217,-77.438,45.0,8.2,"21 km SE of Huacho, Peru"
1940-01-17,17.139,148.059,15.0,7.5,Mariana Islands region
1939-12-26,39.907,39.586,20.0,7.8,"20 km NNE of Erzincan, Turkey"
1939-12-21,-0.018,122.793,150.0,8.1,1939 Sulawesi Earthquake
1939-12-21,9.99,-84.412,25.0,7.59,"4 km WNW of Atenas, Costa Rica"
1939-10-10,38.513,143.07,20.0,7.41,"off the east coast of Honshu, Japan"
1939-04-30,-9.881,159.829,15.0,7.83,"23 km SSE of Malango, Solomon Islands"
1939-04-18,-27.218,-70.875,35.0,7.42,"Atacama, Chile"
1939-03-21,-1.272,89.324,15.0,7.5,South Indian Ocean
1939-01-30,-7.086,155.388,35.0,7.82,"85 km S of Panguna, Papua New Guinea"
1939-01-25,-36.296,-72.213,35.0,7.85,"26 km WNW of San Carlos, Chile"
1938-11-10,55.178,-158.181,35.0,8.23,"1938 Semidi Islands, Alaska Earthquake"
1938-11-06,37.009,142.485,25.0,7.6,"141 km ESE of Namie, Japan"
1938-11-06,37.382,142.305,30.0,7.7,"116 km E of Namie, Japan"
1938-11-05,37.147,142.241,35.0,7.7,"116 km ESE of Namie, Japan"
1938-11-05,36.971,142.065,35.0,7.8,"105 km E of Iwaki, Japan"
1938-06-16,27.659,129.476,20.0,7.6,"78 km S of Naze, Japan"
1938-06-10,25.125,125.308,20.0,7.66,"35 km N of Hirara, Japan"
1938-05-23,36.534,141.459,15.0,7.7,"69 km ESE of Kitaibaraki, Japan"
1938-05-19,-0.045,120.537,35.0,7.7,"120 km NE of Palu, Indonesia"
1938-05-12,-6.222,147.561,35.0,7.55,"48 km NW of Finschhafen, Papua New Guinea"
1938-02-01,-5.045,131.614,25.0,8.5,1938 Banda Sea Earthquake
1937-12-23,16.656,-98.338,25.0,7.4,"3 km W of Huixtepec, Mexico"
1937-08-20,14.569,121.675,15.0,7.64,"6 km E of Tignoan, Philippines"
1937-04-16,-20.596,-177.315,330.0,7.3,"227 km WNW of Haveluloto, Tonga"
1937-02-21,44.447,149.733,30.0,7.44,"170 km ESE of Kuril’sk, Russia"
1937-01-07,35.331,97.761,15.0,7.81,"Southern Qinghai, China"
1936-11-13,56.017,163.386,20.0,7.32,"61 km ESE of Ust’-Kamchatsk Staryy, Russia"
1936-07-13,-24.718,-70.155,35.0,7.52,"83 km NNE of Taltal, Chile"
1936-06-30,51.197,160.811,15.0,7.46,"253 km SE of Vilyuchinsk, Russia"
1936-04-01,4.264,126.379,35.0,7.75,"161 km SE of Sarangani, Philippines"
1935-12-28,-0.278,98.242,30.0,7.6,"212 km W of Pariaman, Indonesia"
1935-12-15,-10.367,161.411,35.0,7.6,"56 km W of Kirakira, Solomon Islands"
1935-12-14,14.688,-92.438,35.0,7.31,"4 km SSW of Puerto Madero, Mexico"
1935-09-20,-3.868,141.379,30.0,7.83,"New Guinea, Papua New Guinea"
1935-09-11,43.424,146.618,35.0,7.46,"42 km SSW of Shikotan, Russia"
1935-05-30,28.958,66.436,25.0,7.61,"17 km WSW of Kalat, Pakistan"
1934-12-15,31.162,89.157,15.0,7.32,"200 km NW of Dêqên, China"
1934-07-21,-11.099,165.967,15.0,7.3,"45 km SSE of Lata, Solomon Islands"
1934-07-18,-11.818,166.413,10.0,7.7,"138 km SSE of Lata, Solomon Islands"
1934-07-18,7.853,-82.513,30.0,7.5,"44 km ESE of Burica, Panama"
1934-02-24,23.105,144.009,35.0,7.5,"Volcano Islands, Japan region"
1934-02-14,17.496,119.292,15.0,7.5,"113 km W of Cabittaogan, Philippines"
1934-01-15,27.275,86.941,15.0,8.0,1934 Bihar-Nepal Earthquake
1933-11-20,73.148,-70.072,15.0,7.44,Baffin Bay
1933-08-28,-60.251,-27.086,35.0,7.46,South Sandwich Islands region
1933-08-25,31.957,103.669,15.0,7.38,"101 km WNW of Jiangyou, China"
1933-06-24,-5.183,104.63,20.0,7.52,"48 km SW of Kotabumi, Indonesia"
1933-03-02,39.209,144.59,15.0,8.4,"1933 Sanriku (Sanriku-oki) Earthquake, Japan"
1932-12-25,39.462,96.562,15.0,7.84,"108 km WSW of Laojunmiao, China"
1932-06-22,19.242,-104.383,25.0,7.7,"12 km NNE of La Central, Mexico"
1932-06-18,19.087,-103.551,15.0,7.8,"7 km E of Los Tepames, Mexico"
1932-06-03,19.795,-103.931,35.0,8.1,"1932 Jalisco, Mexico Earthquake"
1932-05-14,0.386,125.884,15.0,7.7,"148 km SE of Tondano, Indonesia"
1931-11-02,31.884,132.043,35.0,7.93,"58 km ESE of Takanabe, Japan"
1931-10-10,-9.734,161.151,15.0,7.84,"116 km NW of Kirakira, Solomon Islands"
1931-10-03,-11.118,161.195,15.0,7.83,"108 km SW of Kirakira, Solomon Islands"
1931-09-25,-5.263,102.266,35.0,7.34,"161 km S of Bengkulu, Indonesia"
1931-08-10,46.858,89.888,10.0,7.9,"172 km SE of Altay, China"
1931-03-09,40.591,142.422,35.0,7.92,"78 km E of Hachinohe, Japan"
1931-02-13,-39.421,176.129,45.0,7.3,"40 km E of Waiouru, New Zealand"
1931-02-02,-39.741,176.316,35.0,7.4,"47 km WSW of Hastings, New Zealand"
1931-01-27,25.872,96.764,15.0,7.58,"37 km S of Sarupathar, India"
1931-01-15,16.049,-96.486,35.0,7.6,"5 km SSW of San Miguel Suchixtepec, Mexico"
1930-12-03,18.17,96.336,10.0,7.52,"36 km SSW of Pyu, Myanmar"
1930-05-05,17.733,96.406,35.0,7.43,"41 km SW of Nyaunglebin, Myanmar"
1929-12-17,53.439,172.202,20.0,7.86,"93 km NW of Attu Station, Alaska"
1929-07-07,51.479,-177.746,35.0,7.33,"88 km WSW of Adak, Alaska"
1929-06-27,-55.373,-29.345,15.0,8.1,1929 South Sandwich Islands Earthquake
1929-06-16,-42.001,173.208,20.0,7.3,"68 km S of Wakefield, New Zealand"
1929-05-26,51.103,-130.722,15.0,7.48,"262 km W of Port McNeill, Canada"
1929-03-07,50.906,-169.786,15.0,7.8,"234 km SSW of Nikolski, Alaska"
1928-12-19,6.707,124.245,25.0,7.42,"10 km ESE of Basak, Philippines"
1928-12-01,-35.084,-72.267,35.0,7.7,"30 km NNE of Constitución, Chile"
1928-10-09,16.233,-97.434,25.0,7.51,"6 km WSW of San Miguel Panixtlahuaca, Mexico"
1928-08-04,15.877,-98.229,20.0,7.36,"40 km S of Corralero, Mexico"
1928-06-17,16.065,-96.944,20.0,7.99,"15 km ESE of San Gabriel Mixtepec, Mexico"
1928-05-27,39.875,142.822,35.0,7.34,"79 km ENE of Miyako, Japan"
1928-03-22,16.037,-96.155,15.0,7.44,"8 km ENE of Santiago Xanica, Mexico"
1928-03-16,-22.36,170.395,10.0,7.56,"274 km ESE of Tadine, New Caledonia"
1928-03-09,-2.347,88.463,15.0,7.7,South Indian Ocean
1927-06-03,-6.763,130.561,35.0,7.49,"273 km WSW of Tual, Indonesia"
1927-05-22,37.666,102.493,15.0,7.7,"31 km SSW of Wuwei, China"
1926-10-26,-2.885,139.239,35.0,7.56,"158 km WSW of Abepura, Indonesia"
1926-10-03,-50.291,159.493,10.0,7.47,north of Macquarie Island
1926-04-12,-10.358,161.623,15.0,7.32,"34 km WNW of Kirakira, Solomon Islands"
1926-01-25,-10.059,159.281,15.0,7.48,"62 km SW of Malango, Solomon Islands"
1924-07-03,36.981,84.186,10.0,7.32,"southern Xinjiang, China"
1924-06-26,-56.191,158.481,10.0,7.65,Macquarie Island region
1924-04-14,6.625,126.167,15.0,8.12,"1924 Mindanao, Philippines Earthquake"
1923-10-07,-1.211,129.554,15.0,7.41,"193 km W of Sorong, Indonesia"
1923-09-02,34.985,139.928,15.0,7.85,"5 km E of Tateyama, Japan"
1923-09-01,35.274,139.344,15.0,7.96,"5 km SSE of ?iso, Japan"
1923-07-13,30.93,131.032,35.0,7.37,"22 km N of Nishinoomote, Japan"
1923-02-24,55.461,163.241,15.0,7.38,"97 km SSE of Ust’-Kamchatsk Staryy, Russia"
1923-02-03,54.354,159.656,15.0,7.3,"77 km ESE of Mil’kovo, Russia"
1923-02-03,54.486,160.472,15.0,8.4,"1923 Kamchatka, Russia Earthquake"
1922-11-11,-28.293,-69.852,70.0,8.5,"94 km ENE of Vallenar, Chile"
1922-09-01,24.364,122.0,20.0,7.69,"50 km SSE of Yilan, Taiwan"
1922-01-31,41.189,-125.608,15.0,7.41,"123 km W of Big Lagoon, California"
1922-01-17,-2.853,-71.438,475.0,7.9,"143 km ESE of San Antonio del Estrecho, Peru"
1921-12-18,-3.918,-71.52,540.0,7.3,"130 km W of Puerto Nariño, Colombia"
1921-11-15,36.236,70.674,240.0,7.8,"71 km SSW of Jurm, Afghanistan"
1921-11-11,7.452,127.151,15.0,7.44,"62 km E of Baculin, Philippines"
1921-09-11,-10.046,110.653,15.0,7.58,"233 km S of Pundong, Indonesia"
1921-02-27,-18.904,-173.037,15.0,7.39,"103 km ESE of Neiafu, Tonga"
1920-12-16,36.358,105.554,15.0,7.94,"125 km E of Baiyin, China"
1920-09-20,-19.982,168.478,25.0,8.09,1920 Vanuatu Earthquake
1920-06-05,23.688,121.954,20.0,8.23,"1920 Hualien, Taiwan Earthquake"
1920-02-02,-4.967,152.017,35.0,7.81,"74 km SSW of Kokopo, Papua New Guinea"
1919-12-20,22.529,121.787,20.0,7.4,"122 km ENE of Hengchun, Taiwan"
1919-05-06,-4.806,153.859,35.0,8.15,1919 Papua New Guinea Earthquake
1919-05-03,40.655,145.626,15.0,7.71,"277 km SSE of Kushiro, Japan"
1919-04-30,-18.322,-172.442,25.0,8.1,1919 Tonga Earthquake
1919-01-01,-19.318,-178.08,485.0,7.8,Fiji region
1918-12-04,-26.462,-70.65,40.0,8.01,"60 km W of Diego de Almagro, Chile"
1918-11-08,44.83,151.993,15.0,7.83,east of the Kuril Islands
1918-09-07,44.998,152.32,15.0,8.1,1918 Kuril Islands Earthquake
1918-08-15,5.538,123.994,20.0,8.3,"1918 Mindanao, Philippines Earthquake"
1918-07-03,-3.094,143.573,15.0,7.58,"50 km N of Wewak, Papua New Guinea"
1918-02-13,23.609,117.004,15.0,7.37,"7 km S of Huanggang, China"
1917-11-16,-29.849,-177.839,35.0,7.5,"Kermadec Islands, New Zealand"
1917-08-30,-7.359,127.624,140.0,7.3,"145 km NNE of Lospalos, Timor Leste"
1917-07-31,42.226,130.205,460.0,7.4,"7 km WSW of Rajin, North Korea"
1917-07-29,-3.705,141.729,35.0,7.45,"93 km SW of Aitape, Papua New Guinea"
1917-07-04,25.157,126.432,35.0,7.32,"120 km ENE of Hirara, Japan"
1917-06-26,-14.996,-173.27,15.0,8.0,The 1917 Samoa-Tonga Earthquake
1917-05-31,54.995,-159.883,35.0,7.4,"54 km SE of Sand Point, Alaska"
1917-05-01,-31.195,-176.653,15.0,8.2,"1917 Kermadec Islands, New Zealand Earthquake"
1917-01-30,56.154,163.174,20.0,7.98,"43 km E of Ust’-Kamchatsk Staryy, Russia"
1916-10-31,49.831,157.886,15.0,7.36,"156 km SE of Severo-Kuril’sk, Russia"
1916-04-18,53.442,-170.668,140.0,7.4,"133 km WNW of Nikolski, Alaska"
1916-02-01,29.51,131.875,15.0,7.41,"152 km ESE of Koshima, Japan"
1916-01-13,-3.076,135.676,25.0,7.66,"36 km NNE of Nabire, Indonesia"
1916-01-01,-4.756,152.626,35.0,7.96,"60 km SE of Kokopo, Papua New Guinea"
1915-11-01,38.66,143.004,30.0,7.6,"119 km SE of Kamaishi, Japan"
1915-09-07,14.126,-89.007,15.0,7.7,"12 km NW of Chalatenango, El Salvador"
1915-07-31,54.05,162.089,20.0,7.34,"233 km SE of Atlasovo, Russia"
1915-06-06,-19.239,-68.014,160.0,7.3,"136 km WSW of Challapata, Bolivia"
1915-05-01,48.392,155.0,30.0,7.83,"266 km SSW of Severo-Kuril’sk, Russia"
1915-01-05,25.283,122.804,215.0,7.3,"92 km NNW of Yonakuni, Japan"
1915-01-05,-14.232,167.361,170.0,7.3,"44 km SSW of Sola, Vanuatu"
1914-11-24,22.278,142.539,200.0,7.9,"Volcano Islands, Japan region"
1914-10-23,4.206,128.022,35.0,7.48,"273 km N of Tobelo, Indonesia"
1914-08-04,43.227,91.616,15.0,7.42,"160 km WNW of Hami, China"
1914-06-25,-4.012,101.638,35.0,7.55,"73 km WSW of Bengkulu, Indonesia"
1914-05-26,-1.98,136.944,15.0,8.15,1914 Biak Earthquake
1914-01-30,-34.763,-73.309,15.0,7.69,"103 km NW of Constitución, Chile"
1913-10-14,-19.081,168.918,125.0,7.6,"63 km NW of Isangel, Vanuatu"
1913-08-06,-16.534,-73.738,25.0,7.73,"37 km SSW of Atico, Peru"
1913-06-26,-20.68,-173.808,25.0,7.79,"111 km SSE of Pangai, Tonga"
1913-05-30,-4.789,151.512,15.0,7.36,"97 km SW of Rabaul, Papua New Guinea"
1913-03-14,5.544,125.891,15.0,7.88,"47 km ESE of Kalbay, Philippines"
1912-12-07,-28.667,-63.554,620.0,7.3,"31 km SE of Villa Atamisqui, Argentina"
1912-09-29,7.301,136.855,15.0,7.64,"245 km E of Melekeok Village, Palau"
1912-08-17,3.568,125.973,35.0,7.49,"210 km SSE of Sarangani, Philippines"
1912-08-06,-14.056,166.842,165.0,7.3,"79 km WSW of Sola, Vanuatu"
1912-05-23,21.031,96.859,15.0,7.88,"32 km NW of Taunggyi, Myanmar"
1911-12-16,16.932,-100.665,30.0,7.51,"25 km S of Tetitlán, Mexico"
1911-11-22,-15.095,167.975,200.0,7.3,"97 km E of Port-Olry, Vanuatu"
1911-08-16,7.273,137.021,15.0,7.83,"State of Yap, Federated States of Micronesia"
1911-07-12,8.488,127.029,15.0,7.7,"74 km ENE of Barcelona, Philippines"
1911-07-04,36.282,71.262,100.0,7.4,"50 km SSW of Ashkāsham, Afghanistan"
1911-06-15,29.141,128.803,150.0,7.9,"108 km NW of Naze, Japan"
1911-06-07,18.362,-102.471,30.0,7.6,"19 km W of Arteaga, Mexico"
1911-05-04,52.223,157.25,150.0,7.4,"95 km NNE of Ozernovskiy, Russia"
1911-04-28,-9.207,-71.267,560.0,7.38,"128 km SSW of Tarauacá, Brazil"
1911-01-03,42.919,76.808,20.0,8.02,"The 1911 Kemin Earthquake, Kyrgyzstan"
1910-12-16,4.668,126.017,15.0,7.61,"101 km SE of Sarangani, Philippines"
1910-12-10,-10.68,162.292,35.0,7.46,"47 km ESE of Kirakira, Solomon Islands"
1910-11-09,-16.273,167.013,20.0,7.41,"47 km WSW of Norsup, Vanuatu"
1910-08-21,-17.815,-178.548,550.0,7.4,"227 km E of Levuka, Fiji"
1910-06-16,-19.601,169.547,100.0,7.84,"28 km ESE of Isangel, Vanuatu"
1910-04-12,25.967,124.304,235.0,8.1,1910 Taiwan Earthquake
1909-11-10,32.403,130.752,140.0,7.5,"18 km SE of Honmachi, Japan"
1909-07-30,16.463,-99.529,20.0,7.5,"27 km SSE of San Andrés Playa Encantada (El Podrido), Mexico"
1909-07-07,36.324,70.357,200.0,7.7,"52 km ESE of Farkhār, Afghanistan"
1909-06-08,-26.154,-70.502,35.0,7.48,"50 km WNW of Diego de Almagro, Chile"
1909-06-03,-2.713,101.188,35.0,7.58,"76 km SSW of Sungai Penuh, Indonesia"
1909-02-22,-18.191,-178.999,550.0,7.6,"178 km E of Levuka, Fiji"
1909-01-23,34.306,50.396,15.0,7.3,"43 km NW of Delījān, Iran"
1908-08-17,-53.96,-56.837,10.0,7.42,Falkland Islands region
1908-03-26,16.546,-98.986,25.0,7.46,"6 km S of Copala, Mexico"
1907-10-21,39.216,67.999,20.0,7.44,"45 km SE of Panjakent, Tajikistan"
1907-10-16,29.379,-113.059,15.0,7.44,"69 km SSW of La Libertad, Mexico"
1907-09-02,51.505,172.814,15.0,7.37,"151 km S of Attu Station, Alaska"
1907-06-25,1.337,127.178,200.0,7.5,"64 km NNW of Ternate, Indonesia"
1907-05-25,51.086,150.453,550.0,7.65,Sea of Okhotsk
1907-04-18,14.67,123.382,15.0,7.44,"70 km NE of Sabang Indan, Philippines"
1907-04-18,14.39,122.72,15.0,7.52,"7 km N of Luklukan, Philippines"
1907-04-15,16.606,-97.246,30.0,7.8,"2 km NW of Teojomulco, Mexico"
1907-01-04,2.681,95.53,25.0,8.2,The 1907 Sumatra Earthquake and Tsunami
1907-01-02,-19.071,-173.306,30.0,7.3,"85 km ESE of Neiafu, Tonga"
1906-12-22,43.988,84.93,15.0,7.95,"95 km WSW of Shihezi, China"
1906-11-19,-21.244,108.498,10.0,7.37,northwest of Australia
1906-10-02,-6.321,147.589,35.0,7.63,"38 km NW of Finschhafen, Papua New Guinea"
1906-09-28,-4.808,-76.82,100.0,7.5,"16 km W of Barranca, Peru"
1906-09-14,-6.252,147.216,35.0,8.0,1906 Papua New Guinea Earthquake
1906-08-17,-32.4,-71.4,35.0,8.2,"The 1906 Valparaiso, Chile Earthquake"
1906-08-17,51.853,178.18,110.0,8.3,1906 Western Aleutian Islands (Hawadax/Rat Islands) Earthquake
1906-06-01,-2.495,138.56,35.0,7.84,"230 km W of Abepura, Indonesia"
1906-04-18,37.75,-122.55,11.7,7.9,"The 1906 San Francisco, California Earthquake"
1906-02-19,-9.899,160.04,15.0,7.3,"41 km ESE of Malango, Solomon Islands"
1906-01-31,0.955,-79.369,20.0,8.8,1906 Ecuador-Colombia Earthquake
1906-01-21,34.175,138.025,300.0,7.4,"50 km SSW of Ōyama, Japan"
1905-09-15,55.751,163.952,15.0,7.84,"off the east coast of the Kamchatka Peninsula, Russia"
1905-09-01,45.309,142.089,255.0,7.3,"22 km ESE of Makubetsu, Japan"
1905-07-23,49.292,96.843,15.0,8.33,"The 1905 Bulnay (Bolnai), Mongolia Earthquake"
1905-07-09,49.709,98.483,15.0,7.95,"The 1905 Tsetserleg, Mongolia Earthquake"
1905-07-06,38.417,144.119,15.0,7.67,"217 km ESE of Kamaishi, Japan"
1905-04-04,32.597,76.916,20.0,7.9,"The 1905 Kangra, India Earthquake"
1905-03-18,-24.363,-173.399,15.0,7.36,south of Tonga
1905-02-19,-14.123,169.457,15.0,7.33,"207 km E of Sola, Vanuatu"
1905-02-14,51.89,-176.702,35.0,7.59,"5 km WNW of Adak, Alaska"
1905-01-22,0.61,121.622,90.0,7.8,"160 km W of Gorontalo, Indonesia"
1905-01-13,-3.586,149.551,15.0,7.42,"177 km SW of Kavieng, Papua New Guinea"
1904-06-25,52.763,160.277,30.0,7.7,"115 km ESE of Petropavlovsk-Kamchatsky, Russia"
1904-06-25,51.424,161.638,15.0,7.5,"274 km SE of Petropavlovsk-Kamchatsky, Russia"
1904-06-07,37.542,133.497,350.0,7.4,"164 km NNE of Ama, Japan"
1903-08-11,36.0,23.0,80.0,7.9,Southern Greece
1903-01-04,-20.0,-175.0,400.0,8.0,Tonga
1902-08-22,39.8,76.2,30.0,7.7,"About 50 km NNE of Kashgar, Xinjiang, China"
1901-08-09,40.6,142.3,35.0,7.5,"Near the east coast of Honshu, Japan"
1901-04-05,44.5,149.0,35.0,7.3,Kuril Islands
1900-10-09,57.4,-151.0,20.0,7.86,"Kodiak Island region, Alaska"
1900-01-31,48.0,146.0,450.0,7.5,Sea of Okhotsk
