HIP,Vmag,Plx,e_Plx,B-V
104325,7.38,12.11,1.04,0.413
104329,9.84,28.6,1.55,1.16
104331,9.72,22.41,1.59,0.997
104338,6.88,12.07,0.87,0.263
104344,7.87,15.35,0.74,0.539
104365,5.3,17.06,1.0,0.0
104367,7.89,10.95,1.05,0.511
104369,9.59,20.06,1.05,0.909
104375,8.69,32.59,0.73,0.832
104383,9.45,37.91,2.28,1.15
104382,5.45,12.07,0.48,0.283
104390,8.75,14.65,1.6,1.0
104396,6.97,14.64,0.61,0.395
104406,7.92,12.02,0.85,0.435
104407,8.9,10.72,0.84,0.495
104419,9.69,20.4,1.6,0.94
104421,7.98,12.75,0.93,0.541
104426,9.77,22.21,1.06,1.003
104432,10.87,82.33,2.4,1.49
104435,7.62,16.67,1.03,0.625
104436,6.98,41.28,0.58,0.619
104440,5.67,53.38,2.18,0.59
104441,6.47,13.53,1.05,0.52
104445,8.93,11.85,1.31,0.634
104450,8.26,11.0,1.25,0.629
104452,6.25,18.57,1.03,0.385
104453,7.9,16.72,0.7,0.517
104459,4.5,19.93,0.77,0.926
104461,10.57,18.13,2.16,1.055
104467,7.72,10.89,1.02,0.624
104468,7.6,15.38,0.65,0.513
104470,9.47,11.29,1.65,0.67
104471,6.96,23.24,0.94,0.507
104476,8.09,19.28,1.19,0.739
104477,8.43,12.15,0.69,0.493
104481,6.44,10.89,0.97,0.375
104488,11.65,22.53,3.17,1.29
104493,10.58,22.07,2.22,1.11
104504,8.54,18.87,1.23,0.622
104514,8.14,14.59,1.03,0.534
104520,8.01,13.34,0.69,0.516
104521,4.7,28.38,0.9,0.262
104526,7.07,30.93,1.43,0.687
104549,8.05,17.75,1.07,0.606
104560,8.69,15.6,1.3,0.593
104565,11.06,31.55,2.57,1.372
104580,8.65,11.75,1.16,0.455
104587,7.83,32.68,0.8,0.78
104604,6.98,20.47,2.08,0.575
104610,10.99,29.64,2.27,1.301
104639,8.51,13.0,1.08,0.486
104644,11.98,69.76,4.06,1.586
104659,7.37,28.26,1.01,0.525
104660,8.06,17.95,1.44,0.595
104673,7.17,11.2,1.24,0.441
104672,8.08,12.56,1.05,0.56
104680,5.83,30.9,0.84,0.45
104687,7.44,20.87,1.99,0.654
104700,9.76,11.62,1.47,0.606
104721,7.41,18.72,0.97,0.443
104726,7.41,11.04,0.98,0.432
104732,3.21,21.62,0.63,0.99
104733,7.32,37.12,0.8,0.666
104735,7.73,14.52,1.22,0.458
104738,5.25,29.96,0.97,0.46
104759,8.18,20.27,1.03,0.665
104764,7.53,16.72,0.95,0.433
104766,8.01,13.48,1.05,0.519
104767,7.24,11.48,1.22,0.323
104768,8.19,12.9,1.18,0.714
104771,6.27,11.17,0.85,0.238
104772,7.15,10.51,0.93,0.33
104780,9.78,19.99,1.61,1.611
104788,6.38,24.16,0.48,0.625
104809,7.38,33.63,0.95,0.689
104811,8.6,11.73,0.86,0.463
104815,10.33,19.12,2.15,0.95
104838,6.89,15.58,0.85,1.011
104840,7.9,10.55,0.98,0.5
104856,10.04,19.35,1.4,0.9
104858,4.47,54.11,0.85,0.529
104864,8.39,20.13,1.16,0.614
104884,6.95,12.61,0.84,0.292
104887,3.74,47.8,0.61,0.393
104893,8.13,13.4,1.18,0.559
104897,7.38,10.61,1.29,0.496
104900,8.31,11.55,0.59,0.569
104903,8.08,21.58,1.14,0.714
104913,9.56,14.51,0.89,0.751
104922,8.98,11.42,1.52,0.66
104926,8.24,14.62,1.16,0.644
104941,6.6,14.61,0.61,0.903
104946,8.56,13.96,1.18,0.625
104959,8.62,18.59,1.41,0.611
104965,6.54,10.54,0.74,0.308
104969,7.92,13.31,0.67,0.422
104983,7.88,10.28,0.83,0.376
104987,3.92,17.51,0.89,0.549
104992,10.17,14.92,1.4,0.983
105007,9.23,11.64,1.35,0.727
105025,8.49,10.25,1.19,0.441
105028,7.76,11.95,0.86,0.807
105029,9.53,14.12,1.46,0.693
105033,9.12,23.21,0.96,0.924
105038,7.88,61.83,1.06,1.02
105044,8.09,14.26,1.03,0.485
105047,7.37,10.95,0.65,0.267
105062,10.04,23.81,1.6,1.079
105063,8.55,12.03,1.14,0.754
105066,8.08,23.33,1.32,0.737
105086,7.56,16.43,1.15,0.549
105090,6.69,253.37,1.13,1.397
105109,8.61,10.87,1.18,0.534
105111,7.21,10.41,0.81,0.481
105112,7.91,12.82,1.29,0.551
105116,6.98,11.64,0.68,0.355
105118,9.26,10.49,1.5,0.518
105120,7.44,14.19,0.97,0.432
105129,8.06,10.26,0.94,0.495
105140,4.71,19.76,0.88,0.07
105152,8.15,52.03,1.23,0.99
105156,8.47,21.09,1.59,0.667
105159,9.33,18.77,1.34,0.79
105160,8.67,10.16,1.01,0.5
105177,8.8,14.82,1.1,0.53
105184,6.75,42.04,0.9,0.637
105188,8.71,11.13,1.16,0.626
105189,7.96,14.36,1.08,0.526
105190,7.35,11.8,0.83,0.509
105192,7.34,17.04,0.93,0.44
105195,9.23,15.18,1.21,0.648
105198,8.34,14.94,1.28,0.532
105199,2.45,66.84,0.49,0.257
105200,7.01,19.79,1.18,0.605
105202,7.27,23.78,0.91,0.488
105204,9.83,26.71,2.04,1.111
105214,6.6,32.1,0.76,0.689
105232,8.45,24.48,1.05,0.75
105243,10.16,15.49,1.94,1.008
105251,8.36,11.03,1.25,0.461
105254,6.7,19.11,0.8,0.366
105261,11.57,24.49,3.16,1.409
105274,7.76,15.2,0.67,0.501
105283,7.81,10.07,0.86,0.343
105290,7.7,11.09,0.7,0.61
105312,6.56,53.4,1.09,0.737
105317,8.3,12.73,1.17,0.54
105319,4.39,33.58,0.76,0.191
105323,8.33,12.35,1.15,0.609
105327,8.22,18.22,1.14,0.561
105331,7.68,10.79,0.6,0.324
105336,10.9,50.15,3.31,1.45
105341,9.09,61.04,1.31,1.34
105350,7.55,14.61,1.34,0.46
105354,7.87,14.36,1.15,0.445
105357,6.73,13.25,0.54,0.504
105359,8.51,19.97,1.34,0.712
105360,7.58,10.07,0.92,0.336
105368,10.56,21.08,1.82,1.024
105371,8.07,11.59,1.62,0.601
105372,8.15,11.08,0.71,0.48
105382,4.8,17.49,0.89,0.029
105384,7.84,27.49,1.18,0.687
105388,8.65,21.81,1.17,0.69
105390,6.45,13.65,1.16,0.802
105391,7.46,18.76,0.92,0.614
105393,10.63,15.21,1.91,0.808
105404,8.89,21.72,1.45,0.854
105406,6.39,37.64,0.59,0.533
105408,8.89,16.05,1.46,0.627
105410,7.21,11.94,0.99,0.391
105411,5.58,11.63,0.73,1.057
105424,8.0,13.06,1.27,0.564
105430,6.73,11.29,0.57,0.176
105431,6.72,21.54,0.82,0.535
105434,8.47,12.07,1.22,0.458
105439,6.75,20.85,0.8,0.654
105441,8.97,32.52,1.34,1.01
105451,7.8,13.86,1.06,0.424
105454,9.38,10.17,1.28,0.65
105461,9.18,16.93,1.49,0.681
105481,7.45,14.85,1.09,0.613
105483,8.03,25.22,1.05,0.762
105496,10.67,24.43,1.94,1.21
105502,4.08,21.19,0.87,1.108
105504,10.21,20.7,2.33,1.255
105506,9.76,22.77,1.48,1.022
105510,9.24,19.94,1.26,0.829
105511,7.19,14.28,0.62,0.339
105514,7.65,11.58,0.71,0.834
105515,4.28,15.13,0.8,0.888
105521,8.23,15.95,1.26,0.663
105522,8.1,10.5,1.01,0.56
105530,7.64,12.0,0.86,0.385
105533,9.91,48.28,1.61,1.495
105534,6.67,10.19,0.93,0.384
105541,8.63,11.31,1.24,0.682
105546,9.62,15.8,1.66,0.841
105547,7.45,15.97,0.85,0.456
105557,6.85,25.67,0.54,0.64
105577,7.66,12.51,1.42,0.642
105580,7.82,14.84,1.06,0.581
105584,7.78,11.4,0.97,0.441
105586,7.81,11.45,0.86,0.632
105589,8.4,10.37,1.49,0.603
105606,7.61,26.53,1.03,0.741
105612,7.88,29.21,0.75,0.687
105617,8.09,10.99,0.9,0.569
105620,8.99,15.98,1.22,0.695
105629,7.47,19.1,0.85,0.546
105631,7.47,10.76,0.99,0.41
105639,8.95,15.55,1.53,0.851
105641,7.62,16.86,1.06,0.501
105643,8.1,11.73,0.98,0.37
105652,5.7,18.05,0.65,0.314
105656,7.36,14.26,0.93,0.412
105661,9.69,13.36,1.7,0.735
105665,5.38,14.31,0.91,1.176
105668,5.48,20.8,0.91,0.297
105675,8.68,39.39,1.26,1.063
105676,7.8,19.68,0.82,0.675
105679,12.45,37.22,4.7,1.52
105683,6.73,14.23,0.85,0.357
105685,6.3,10.39,0.88,0.235
105697,9.67,14.65,1.68,0.78
105703,5.67,14.84,0.67,0.323
105705,7.14,10.65,0.94,0.342
105712,6.98,48.86,0.81,0.723
105723,9.62,11.13,1.53,0.75
105729,6.38,14.03,0.89,0.334
105734,7.78,11.28,1.24,0.558
105740,9.92,20.71,1.61,0.989
105742,8.76,11.45,1.1,0.586
105760,9.14,11.72,1.3,0.626
105761,5.71,11.82,1.08,0.208
105764,6.92,11.51,1.19,0.506
105766,7.26,38.86,0.58,0.619
105769,5.59,29.14,0.5,0.335
105773,7.95,17.47,0.84,0.449
105789,8.5,13.08,1.14,0.556
105791,8.28,35.83,1.06,0.828
105793,7.64,11.33,0.91,0.418
105819,6.45,11.46,0.99,0.162
105821,9.48,20.22,1.42,0.858
105841,6.1,15.68,0.77,0.366
105845,9.21,11.13,1.24,0.576
105849,10.6,14.91,1.19,0.797
105854,5.64,11.82,0.8,1.185
105855,9.21,11.51,0.87,0.595
105856,6.7,13.62,0.91,1.022
105857,8.31,12.19,0.9,0.501
105858,4.21,108.5,0.59,0.494
105860,6.08,21.72,0.78,0.235
105863,10.7,18.63,2.72,1.335
105864,6.12,20.89,0.88,0.481
105872,9.38,12.87,1.37,0.892
105873,9.38,12.62,1.62,0.77
105874,7.99,10.42,0.87,0.401
105879,7.21,15.2,0.93,0.54
105885,10.5,34.92,2.11,1.369
105888,8.49,13.02,1.11,0.572
105899,8.92,14.03,1.66,0.58
105902,6.97,10.71,0.92,0.382
105904,8.27,10.63,0.81,0.663
105905,8.65,43.12,1.17,0.924
105906,8.06,21.28,0.7,0.8
105911,7.49,42.52,1.29,0.876
105913,5.5,18.57,0.76,0.392
105918,6.72,29.56,0.96,0.529
105929,9.82,14.58,1.81,0.755
105931,7.52,13.8,1.06,0.285
105932,11.09,61.57,2.61,1.5
105933,6.78,10.9,0.89,0.336
105947,7.53,17.11,1.13,0.599
105963,11.06,33.69,4.52,1.785
105966,5.39,17.96,0.71,0.049
105969,8.26,16.61,1.78,0.643
105979,10.26,12.96,1.21,0.798
105981,7.4,12.23,0.54,0.496
105984,7.12,10.62,0.67,0.206
105992,8.84,25.85,0.79,0.84
106002,8.6,12.25,0.87,0.62
106003,5.75,22.41,0.65,0.333
106005,8.73,21.79,1.28,0.864
106006,7.99,21.14,1.06,0.697
106007,6.61,28.41,0.98,0.49
106039,4.5,18.18,0.89,0.889
106040,7.8,16.51,0.92,0.499
106043,12.2,26.72,3.91,1.42
106047,10.43,10.58,1.42,0.85
106055,7.16,10.77,1.1,1.114
106066,7.09,13.41,0.58,0.519
106072,10.87,23.38,1.86,1.305
106078,7.33,19.05,0.97,0.663
106080,8.68,17.76,1.15,0.61
106081,6.75,10.25,0.78,1.086
106093,5.22,14.58,0.54,0.965
106097,8.64,14.62,1.08,0.648
106098,7.44,10.61,0.88,0.587
106100,9.46,14.37,1.44,0.693
106102,9.08,16.64,1.2,0.59
106106,10.33,148.29,1.85,1.62
106122,7.93,33.6,0.78,0.759
106123,7.26,11.72,0.9,0.44
106147,9.11,55.38,1.42,1.261
106157,7.62,16.5,1.09,0.503
106164,8.23,10.2,1.19,0.473
106168,8.45,12.23,0.83,0.49
106176,8.62,11.38,1.17,0.979
106177,10.31,13.84,1.97,1.062
106199,6.63,10.18,1.0,1.202
106204,10.67,22.86,1.88,1.224
106208,10.85,18.51,2.38,1.206
106213,7.14,25.55,0.76,0.596
106218,10.66,20.6,1.98,1.03
106230,6.86,20.19,0.57,0.681
106231,9.23,39.91,1.18,1.05
106233,8.16,10.78,1.03,0.379
106263,7.44,11.02,0.93,0.488
106286,10.36,31.72,1.34,1.5
106288,9.02,15.51,1.31,0.649
106296,9.55,21.33,1.46,0.831
106305,8.84,28.8,1.22,0.955
106308,10.08,13.11,1.75,0.726
106310,7.24,11.34,0.89,0.223
106311,8.94,12.4,1.04,0.618
106317,11.81,22.32,3.3,1.414
106323,7.49,10.63,0.78,0.363
106336,8.28,15.46,1.08,0.717
106335,9.72,20.26,2.0,0.954
106353,8.45,37.1,1.26,0.878
106356,8.31,16.43,1.23,0.61
106362,7.3,10.15,0.99,0.231
106363,6.43,14.42,0.86,0.2
106368,8.23,12.39,1.09,0.511
106369,8.48,14.13,1.08,0.578
106391,10.19,27.82,1.44,1.037
106394,8.54,26.18,1.81,0.835
106395,7.02,18.41,1.46,0.529
106400,9.34,43.2,0.95,1.163
106407,7.78,34.76,0.76,0.81
106418,8.16,10.96,0.61,0.436
106433,10.08,12.84,1.8,0.807
106438,7.65,21.19,0.95,0.656
106440,8.66,202.53,1.33,1.521
106442,8.32,14.88,0.86,0.622
106452,8.04,16.5,1.06,0.591
106456,7.18,14.57,1.22,0.457
106473,8.41,14.16,0.97,0.644
106481,3.98,26.2,0.51,0.885
106488,6.69,11.19,1.02,0.252
106500,6.32,10.1,0.89,1.093
106502,10.13,17.98,1.7,0.847
106510,10.7,21.02,2.46,1.15
106512,8.18,16.12,1.18,0.602
106513,8.05,15.78,0.98,0.528
106519,7.91,14.62,1.35,0.581
106527,6.45,14.45,0.73,0.513
106534,10.78,19.7,2.66,1.204
106543,8.31,12.52,1.0,0.584
106546,11.13,23.24,2.52,1.29
106552,10.23,14.99,1.61,1.015
106551,4.87,12.76,0.53,1.085
106555,10.35,17.24,1.62,0.805
106557,12.01,57.37,2.59,1.8
106559,5.7,36.86,0.91,0.423
106560,8.12,24.09,1.1,0.622
106568,6.74,17.99,0.94,0.498
106573,8.47,10.47,1.19,0.534
106581,9.6,16.66,1.72,0.94
106577,8.97,13.41,1.24,0.599
106582,7.17,10.58,1.2,0.1
106586,6.86,18.78,0.86,0.492
106591,7.96,16.03,1.0,0.486
106594,7.95,12.83,1.09,0.432
106595,6.25,13.9,0.73,0.357
106601,7.27,16.59,1.05,0.57
106615,7.84,12.25,1.02,0.596
106619,9.21,10.05,1.43,0.546
106641,8.37,10.07,0.75,0.468
106654,5.73,18.57,0.79,0.234
106668,9.25,13.22,1.35,0.63
106678,8.62,13.55,1.05,0.69
106694,10.17,46.8,3.37,1.433
106696,7.14,67.85,0.92,0.879
106700,9.0,14.97,1.27,0.66
106701,8.03,20.2,1.14,0.699
106702,8.21,10.18,1.05,0.338
106703,6.1,13.76,0.84,0.226
106704,10.09,27.94,1.6,1.379
106705,8.67,15.09,1.21,0.704
106707,7.62,17.46,1.02,0.56
106709,7.32,14.11,1.02,0.374
106711,5.04,15.79,0.61,0.198
106714,7.36,14.95,0.93,0.424
106741,7.19,19.02,0.99,0.396
106743,9.87,15.01,1.55,0.883
106749,9.04,18.61,1.23,0.532
106759,8.06,10.66,1.02,0.493
106781,7.66,11.53,1.05,0.368
106782,7.2,19.45,0.97,0.473
106783,6.19,12.68,0.77,0.046
106786,4.68,18.26,0.84,0.175
106787,5.46,10.15,0.72,0.321
106792,11.11,20.58,2.44,1.298
106794,10.57,33.02,1.5,1.012
106803,10.63,47.58,5.17,1.42
106811,9.83,76.07,2.53,1.495
106824,8.56,11.07,1.12,0.546
106825,8.62,27.21,1.23,0.844
106837,8.5,12.78,1.35,0.483
106856,5.66,18.74,0.75,0.265
106866,9.31,12.94,1.39,0.572
106868,8.39,21.1,1.28,0.641
106876,7.25,13.29,0.97,0.527
106880,8.26,12.8,1.11,0.5
106881,6.17,16.64,0.56,0.46
106882,8.91,23.72,0.75,0.867
106897,5.77,25.57,0.74,0.314
106904,10.19,12.99,1.89,0.64
106907,6.28,22.16,0.81,0.949
106913,6.75,39.13,0.83,0.623
106914,7.12,15.82,0.55,0.476
106924,10.36,15.2,1.21,0.551
106931,8.07,24.81,1.03,0.684
106938,6.07,10.22,0.91,1.034
106942,6.66,23.13,1.45,0.514
106944,5.1,13.55,0.88,1.034
106947,9.51,17.66,1.44,0.756
106949,8.97,19.91,1.14,0.664
106951,8.48,15.21,1.28,0.617
106972,11.62,39.78,3.7,1.515
106985,3.69,23.48,1.1,0.32
106995,8.19,10.29,0.99,0.443
106997,8.72,11.95,1.19,0.581
107001,7.61,18.46,1.1,0.576
107010,7.43,20.1,0.71,0.536
107011,9.75,11.13,1.44,0.649
107014,9.56,15.94,1.48,0.757
107018,9.5,12.81,1.34,0.659
107020,8.54,24.66,1.2,0.672
107022,7.07,45.17,0.67,0.755
107031,10.86,14.93,2.22,1.123
107035,9.37,10.14,1.32,0.669
107038,8.37,34.61,0.63,0.868
107039,7.64,12.46,0.98,0.555
107040,7.41,19.95,0.8,0.6
107042,11.35,20.79,2.68,1.231
107055,8.33,18.82,0.71,0.653
107061,7.99,10.96,0.78,0.45
107062,9.16,30.96,1.4,1.006
107069,8.51,10.04,0.84,0.495
107070,7.45,37.19,0.89,0.686
107072,7.93,10.08,1.02,0.514
107088,7.18,10.96,1.02,0.362
107089,3.73,47.22,2.9,1.008
107095,5.16,30.73,0.92,0.672
107100,7.02,13.74,0.76,0.302
107107,8.27,18.23,1.62,0.72
107119,4.55,18.55,0.46,1.108
107122,7.18,13.89,0.99,0.973
107128,5.24,13.18,0.8,0.991
107133,10.52,32.99,2.13,1.295
107143,8.82,42.4,3.35,1.054
107152,8.36,26.72,1.13,0.756
107160,7.62,13.21,1.0,0.727
107175,10.94,22.13,1.93,1.189
107188,4.72,11.22,0.79,0.868
107191,6.88,27.78,0.51,0.531
107218,8.15,10.15,0.96,0.624
107219,9.11,12.27,1.3,0.597
107225,6.67,26.56,0.81,0.559
107228,8.35,18.43,0.83,0.596
107230,5.18,13.19,0.46,1.063
107233,9.46,26.39,0.99,1.059
107236,10.1,10.05,1.03,0.71
107239,8.88,16.56,0.89,0.66
107246,7.85,20.97,1.22,0.654
107253,5.69,11.97,0.6,-0.01
107258,7.42,11.82,0.82,0.323
107266,8.28,10.47,1.27,0.443
107273,9.93,16.6,2.1,0.903
107288,7.46,12.12,1.07,0.45
107295,9.22,21.68,1.36,0.831
107299,6.49,23.05,0.77,0.484
107300,6.86,23.3,0.81,0.477
107302,5.96,19.08,0.95,0.219
107305,9.19,11.96,1.32,0.609
107309,9.55,12.23,1.11,0.597
107310,4.49,44.64,0.69,0.512
107312,9.81,14.62,1.61,0.92
107313,8.4,17.7,1.21,0.69
107314,9.48,22.39,1.41,0.781
107317,12.06,47.3,3.84,1.522
107326,6.89,12.99,0.82,0.411
107328,10.34,10.54,1.03,0.935
107334,7.11,10.76,0.55,0.267
107339,6.61,20.9,0.64,0.413
107346,9.65,49.27,1.43,1.334
107345,11.72,23.66,2.85,1.4
107350,5.96,54.37,0.85,0.587
107354,4.14,28.34,0.88,0.425
107356,8.3,10.73,1.39,0.664
107362,8.03,16.11,1.17,0.58
107370,8.68,14.95,1.27,0.672
107380,4.35,15.93,0.8,-0.053
107385,9.79,25.12,1.35,0.963
107388,9.1,16.31,1.3,0.703
107397,8.32,15.46,1.11,0.657
107412,6.69,25.7,0.87,0.439
107422,8.92,12.75,1.69,0.574
107431,7.64,15.35,1.0,0.454
107443,7.87,10.12,0.86,0.38
107447,7.23,13.22,0.88,0.939
107454,8.47,18.94,1.65,1.0
107457,8.0,26.33,0.59,0.727
107476,11.25,20.79,2.88,1.31
107494,10.88,19.05,2.33,1.64
107517,5.57,11.1,0.8,-0.002
107522,8.77,52.56,1.88,1.322
107527,6.99,16.08,0.87,0.471
107528,7.54,13.18,0.91,0.401
107551,10.1,12.96,1.72,0.822
107552,8.16,12.22,1.27,0.475
107556,2.85,84.58,0.88,0.18
107558,6.18,19.9,0.8,0.35
107564,7.65,10.51,0.99,0.483
107567,7.68,11.46,1.14,0.446
107573,7.49,11.01,0.82,0.308
107584,9.95,10.72,1.57,0.634
107587,10.16,22.72,1.98,1.055
107596,6.17,12.74,0.89,0.23
107599,7.67,17.99,0.97,0.525
107607,8.69,10.51,1.14,0.554
107612,9.81,14.77,1.63,0.705
107614,8.58,22.36,1.07,0.674
107618,8.06,21.08,1.03,0.613
107620,7.59,29.43,0.89,0.66
107624,8.04,12.14,0.97,0.484
107625,8.62,42.12,1.06,0.96
107647,8.15,11.32,1.11,0.446
107649,5.57,63.95,0.78,0.601
107665,8.72,22.16,0.88,0.819
107684,9.67,11.95,1.52,0.698
107700,8.97,27.99,0.82,0.86
107705,9.53,62.0,2.43,1.42
107710,6.49,10.37,0.76,0.391
107712,8.06,14.05,0.96,0.499
107731,8.63,19.11,1.23,0.62
107736,8.37,10.5,1.11,0.401
107742,8.6,12.07,1.3,0.48
107747,7.16,10.11,0.63,0.485
107756,9.42,10.01,1.28,0.6
107758,10.85,33.87,2.43,1.367
107763,5.07,10.78,0.58,0.01
107771,9.03,11.63,1.38,0.549
107772,10.56,44.45,2.15,1.328
107779,7.45,20.39,0.93,0.573
107788,5.34,29.91,0.77,0.394
107790,7.96,10.64,1.0,0.425
107798,8.74,10.07,1.08,0.692
107799,7.73,11.57,1.04,0.513
107805,8.28,25.94,1.01,0.735
107806,7.89,24.46,1.02,0.726
107817,8.3,12.95,1.13,0.549
107821,7.97,20.27,0.97,0.737
107822,7.81,29.31,0.66,0.777
107846,8.62,10.52,1.18,0.692
107847,9.19,16.06,1.62,0.726
107849,8.82,17.12,1.16,0.885
107851,7.87,14.02,1.03,0.511
107857,7.49,12.46,1.0,0.801
107860,9.16,12.48,1.44,0.706
107865,11.47,29.89,2.41,1.633
107868,8.51,18.63,1.67,0.67
107873,9.31,10.09,1.39,0.484
107877,6.85,25.11,0.98,0.487
107882,10.12,12.66,1.61,0.76
107893,6.37,12.55,0.84,0.281
107895,8.6,28.47,1.26,0.848
107901,6.19,15.54,0.86,0.374
107916,8.63,11.62,1.01,0.571
107919,6.66,13.96,0.8,0.29
107920,7.85,33.93,1.41,0.798
107922,9.1,11.74,1.27,0.595
107924,10.17,19.82,1.93,1.1
107925,7.72,10.01,1.26,0.325
107931,11.63,30.95,3.63,1.42
107936,9.47,26.93,1.55,1.003
107941,8.19,31.97,1.06,0.88
107947,7.22,22.18,0.8,0.51
107949,7.7,10.51,1.43,0.509
107958,8.24,24.95,1.05,0.72
107968,12.74,39.84,4.47,-0.011
107974,7.2,19.58,0.94,0.445
107975,5.52,36.15,0.69,0.426
107985,8.78,18.08,1.19,0.691
107994,10.59,14.64,1.98,0.997
107995,6.64,11.51,0.52,0.108
108020,9.84,35.78,1.66,1.18
108028,8.18,41.71,0.98,0.937
108036,5.08,36.15,0.81,0.378
108041,8.7,20.75,0.96,0.746
108060,5.69,14.18,0.69,0.011
108065,7.82,27.56,0.93,0.733
108068,9.04,13.59,1.32,0.656
108070,8.65,14.6,1.24,0.699
108072,7.91,12.13,1.4,0.5
108085,3.0,16.07,0.77,-0.084
108092,10.3,43.07,1.55,1.333
108095,8.52,19.73,1.15,0.53
108098,8.11,11.15,1.04,0.519
108102,5.71,11.22,0.76,1.185
108103,9.25,15.44,1.65,0.63
108110,9.81,25.6,1.16,1.021
108144,6.24,14.35,0.98,0.466
108147,7.47,14.13,0.69,0.352
108154,9.25,17.72,1.22,0.704
108156,7.73,49.21,0.93,0.911
108159,11.99,66.12,3.51,1.56
108158,7.43,25.1,0.74,0.696
108162,8.23,37.91,1.18,1.0
108166,7.74,11.71,0.91,0.3
108170,9.81,14.88,0.99,0.84
108174,6.92,20.8,0.58,0.486
108184,9.26,12.74,1.34,0.698
108193,8.96,21.48,1.1,0.67
108194,9.82,13.68,1.56,0.835
108195,5.92,21.49,0.67,0.393
108199,7.6,10.86,0.88,0.319
108216,9.82,27.32,1.77,1.048
108220,6.65,10.34,0.63,0.051
108228,7.72,22.51,1.76,0.64
108232,6.63,10.65,0.63,0.262
108241,8.46,30.22,1.06,0.842
108256,8.86,17.16,0.97,0.665
108258,6.55,18.12,0.86,0.481
108267,7.75,12.56,0.98,0.498
108271,10.89,23.33,1.61,1.7
108282,10.25,18.46,1.78,1.186
108288,8.39,13.75,1.23,0.606
108290,7.99,13.57,0.92,0.563
108294,5.45,10.35,0.72,0.084
108322,9.3,13.8,0.95,0.722
108329,7.46,12.89,0.96,0.386
108342,8.78,17.26,1.51,0.623
108344,7.94,16.58,1.08,0.517
108375,7.47,22.73,1.01,0.568
108380,11.02,50.43,2.48,1.439
108388,8.81,15.13,1.12,0.685
108389,7.06,11.18,0.9,0.519
108391,10.77,31.68,1.85,1.806
108394,8.85,12.79,0.86,0.599
108400,7.89,12.11,0.88,0.53
108405,10.36,61.63,2.67,1.51
108408,7.3,13.72,1.08,0.513
108416,9.05,32.13,4.31,1.035
108419,11.7,24.09,3.09,1.393
108422,8.9,18.2,1.17,0.767
108429,8.75,10.7,1.12,0.463
108431,4.4,17.65,0.78,0.297
108434,8.88,19.63,0.86,0.73
108436,8.73,10.18,1.16,0.434
108438,8.3,18.12,1.1,0.641
108443,9.48,11.21,1.4,0.653
108453,6.33,17.98,0.81,0.378
108456,6.92,25.38,1.92,0.517
108459,8.21,13.01,1.19,0.512
108466,11.11,16.04,1.41,1.534
108467,10.56,47.95,1.08,0.742
108468,7.16,29.06,0.89,0.64
108473,6.95,23.68,1.05,0.577
108475,8.28,10.54,1.06,0.388
108478,6.13,15.04,1.1,0.469
108481,9.09,31.7,1.23,1.04
108484,6.54,14.4,0.84,0.897
108490,6.95,34.12,0.7,0.501
108491,8.28,11.13,1.06,0.658
108495,9.28,10.23,1.18,0.613
108502,8.71,12.66,1.15,0.54
108504,10.65,22.67,1.86,0.945
108506,6.24,27.77,0.81,0.971
108513,6.5,15.68,0.8,1.013
108523,11.87,37.83,3.99,1.653
108525,8.45,28.15,1.42,0.755
108535,5.04,26.67,0.45,0.439
108536,9.41,15.32,1.14,0.776
108540,7.41,13.51,1.02,0.437
108552,7.89,10.48,0.85,0.335
108567,9.53,43.04,1.53,1.202
108569,9.74,84.26,1.74,1.479
108571,7.23,13.85,1.07,0.38
108576,9.8,14.53,1.63,0.79
108589,8.14,15.26,1.22,0.5
108594,11.97,23.51,3.25,1.42
108598,9.57,22.95,1.38,0.711
108602,7.54,21.27,0.69,0.553
108611,8.21,16.17,1.11,0.502
108617,9.6,14.23,1.22,0.639
108632,6.46,15.05,0.66,0.463
108634,9.44,20.4,1.5,0.946
108640,8.27,10.36,1.09,0.428
108641,8.47,11.71,1.19,0.592
108649,7.72,15.48,0.97,0.523
108655,8.86,10.07,1.39,0.387
108656,7.77,12.41,1.13,0.909
108660,7.26,15.14,0.79,0.347
108669,10.49,17.43,2.36,0.976
108686,9.02,10.2,1.51,0.504
108689,8.51,10.68,0.8,0.626
108692,7.35,13.62,1.0,0.443
108693,5.61,14.3,0.81,0.336
108706,11.99,111.57,3.19,1.718
108708,8.94,15.77,1.27,0.661
108709,9.18,18.06,1.36,0.831
108729,9.18,16.12,1.4,0.673
108734,9.16,11.88,1.39,0.519
108736,7.12,27.96,0.86,0.572
108748,7.95,14.59,1.1,0.531
108752,10.65,60.94,2.14,1.498
108754,8.67,10.52,1.26,0.525
108756,9.35,15.64,1.26,0.717
108759,6.39,10.48,0.56,0.231
108761,8.0,21.86,1.11,0.687
108767,8.33,12.31,1.07,0.563
108774,7.96,29.79,0.9,0.693
108782,9.17,96.98,1.48,1.453
108784,6.28,11.79,0.8,1.002
108787,9.01,21.09,1.4,0.847
108804,8.81,10.06,1.32,0.604
108806,8.06,21.36,1.15,0.576
108808,8.59,10.95,1.05,0.495
108809,6.63,33.25,0.91,0.504
108812,6.99,11.37,0.74,0.264
108816,9.68,13.32,1.57,0.684
